loan_status,fico_range_low,fico_range_high,int_rate,dti,term,verification_status,grade,sub_grade,issue_d,annual_inc,purpose,default_flag,fico_mid,fico_bucket,int_rate_clean,int_rate_bucket,dti_bucket,term_numeric,issue_year
Fully Paid,670,674,1148.00%,4.13,36 months,Source Verified,B,B5,Dec-2015,48000,debt_consolidation,0,672,650-699,0.1148,10-15%,0-20%,36,2015
Fully Paid,670,674,1989.00%,15.16,60 months,Verified,E,E3,Dec-2015,33000,credit_card,0,672,650-699,0.1989,15-20%,0-20%,60,2015
Fully Paid,690,694,1288.00%,21.93,36 months,Source Verified,C,C2,Dec-2015,33280,debt_consolidation,0,692,650-699,0.1288,10-15%,20-35%,36,2015
Fully Paid,740,744,980.00%,8.34,36 months,Not Verified,B,B3,Dec-2015,102000,credit_card,0,742,700-749,0.098,<10%,0-20%,36,2015
Charged Off,680,684,1989.00%,6.38,36 months,Verified,E,E3,Dec-2015,203000,house,1,682,650-699,0.1989,15-20%,0-20%,36,2015
Charged Off,685,689,849.00%,32.77,36 months,Not Verified,B,B1,Dec-2015,65000,debt_consolidation,1,687,650-699,0.0849,<10%,20-35%,36,2015
Current,665,669,1948.00%,13.77,60 months,Not Verified,E,E2,Dec-2015,57000,debt_consolidation,0,667,650-699,0.1948,15-20%,0-20%,60,2015
Fully Paid,685,689,1399.00%,38.21,36 months,Source Verified,C,C4,Dec-2015,19600,debt_consolidation,0,687,650-699,0.1399,10-15%,35-45%,36,2015
Fully Paid,695,699,1199.00%,24.74,36 months,Verified,C,C1,Dec-2015,75000,debt_consolidation,0,697,650-699,0.1199,10-15%,20-35%,36,2015
Fully Paid,675,679,1288.00%,29.23,36 months,Source Verified,C,C2,Dec-2015,56000,credit_card,0,677,650-699,0.1288,10-15%,20-35%,36,2015
Fully Paid,665,669,1199.00%,16.54,36 months,Not Verified,C,C1,Dec-2015,76899,debt_consolidation,0,667,650-699,0.1199,10-15%,0-20%,36,2015
Charged Off,695,699,2424.00%,28.44,60 months,Verified,F,F3,Dec-2015,70000,debt_consolidation,1,697,650-699,0.2424,20%+,20-35%,60,2015
Charged Off,715,719,1577.00%,37.6,36 months,Not Verified,D,D1,Dec-2015,24000,other,1,717,700-749,0.1577,15-20%,35-45%,36,2015
Fully Paid,690,694,1399.00%,16.44,36 months,Source Verified,C,C4,Dec-2015,80000,home_improvement,0,692,650-699,0.1399,10-15%,0-20%,36,2015
Fully Paid,695,699,532.00%,11.12,36 months,Not Verified,A,A1,Dec-2015,45000,credit_card,0,697,650-699,0.0532,<10%,0-20%,36,2015
Late (31-120 days),660,664,1344.00%,18.11,60 months,Verified,C,C3,Dec-2015,72000,debt_consolidation,1,662,650-699,0.1344,10-15%,0-20%,60,2015
Fully Paid,695,699,1288.00%,25.92,36 months,Source Verified,C,C2,Dec-2015,30000,medical,0,697,650-699,0.1288,10-15%,20-35%,36,2015
Fully Paid,720,724,1344.00%,17.7,36 months,Not Verified,C,C3,Dec-2015,40000,vacation,0,722,700-749,0.1344,10-15%,0-20%,36,2015
Fully Paid,680,684,1199.00%,18.26,36 months,Source Verified,C,C1,Dec-2015,42000,major_purchase,0,682,650-699,0.1199,10-15%,0-20%,36,2015
Charged Off,670,674,1344.00%,13.78,60 months,Source Verified,C,C3,Dec-2015,70000,credit_card,1,672,650-699,0.1344,10-15%,0-20%,60,2015
Fully Paid,740,744,749.00%,24.9,36 months,Verified,A,A4,Dec-2015,55000,credit_card,0,742,700-749,0.0749,<10%,20-35%,36,2015
Fully Paid,685,689,917.00%,13.73,36 months,Not Verified,B,B2,Dec-2015,70000,credit_card,0,687,650-699,0.0917,<10%,0-20%,36,2015
Charged Off,675,679,1659.00%,19.9,36 months,Not Verified,D,D2,Dec-2015,63000,medical,1,677,650-699,0.1659,15-20%,0-20%,36,2015
Charged Off,795,799,1078.00%,17.5,60 months,Source Verified,B,B4,Dec-2015,93000,debt_consolidation,1,797,750+,0.1078,10-15%,0-20%,60,2015
Fully Paid,715,719,980.00%,16.29,36 months,Source Verified,B,B3,Dec-2015,110000,credit_card,0,717,700-749,0.098,<10%,0-20%,36,2015
Fully Paid,720,724,1577.00%,10.24,36 months,Not Verified,D,D1,Dec-2015,34800,debt_consolidation,0,722,700-749,0.1577,15-20%,0-20%,36,2015
Charged Off,705,709,1899.00%,14.82,36 months,Source Verified,E,E1,Dec-2015,65000,medical,1,707,700-749,0.1899,15-20%,0-20%,36,2015
Fully Paid,670,674,1199.00%,10.64,36 months,Not Verified,C,C1,Dec-2015,57400,debt_consolidation,0,672,650-699,0.1199,10-15%,0-20%,36,2015
Fully Paid,710,714,749.00%,9.36,36 months,Verified,A,A4,Dec-2015,60000,debt_consolidation,0,712,700-749,0.0749,<10%,0-20%,36,2015
Fully Paid,675,679,2050.00%,36.36,60 months,Verified,E,E4,Dec-2015,33000,debt_consolidation,0,677,650-699,0.205,20%+,35-45%,60,2015
Current,695,699,1485.00%,14.8,60 months,Source Verified,C,C5,Dec-2015,100000,credit_card,0,697,650-699,0.1485,10-15%,0-20%,60,2015
Fully Paid,680,684,1199.00%,25.03,36 months,Source Verified,C,C1,Dec-2015,70000,debt_consolidation,0,682,650-699,0.1199,10-15%,20-35%,36,2015
Fully Paid,700,704,1199.00%,13.41,36 months,Not Verified,C,C1,Dec-2015,70000,debt_consolidation,0,702,700-749,0.1199,10-15%,0-20%,36,2015
Fully Paid,700,704,1199.00%,12.48,60 months,Not Verified,C,C1,Dec-2015,25000,credit_card,0,702,700-749,0.1199,10-15%,0-20%,60,2015
Fully Paid,695,699,699.00%,7.68,36 months,Not Verified,A,A3,Dec-2015,120000,debt_consolidation,0,697,650-699,0.0699,<10%,0-20%,36,2015
Fully Paid,705,709,532.00%,24.57,36 months,Source Verified,A,A1,Dec-2015,85000,credit_card,0,707,700-749,0.0532,<10%,20-35%,36,2015
Fully Paid,720,724,2424.00%,15.5,60 months,Verified,F,F3,Dec-2015,75000,debt_consolidation,0,722,700-749,0.2424,20%+,0-20%,60,2015
Fully Paid,670,674,1849.00%,22.21,60 months,Verified,D,D5,Dec-2015,61000,debt_consolidation,0,672,650-699,0.1849,15-20%,20-35%,60,2015
Fully Paid,670,674,849.00%,5.69,36 months,Not Verified,B,B1,Dec-2015,124000,credit_card,0,672,650-699,0.0849,<10%,0-20%,36,2015
Fully Paid,690,694,1399.00%,3.33,36 months,Source Verified,C,C4,Dec-2015,300000,home_improvement,0,692,650-699,0.1399,10-15%,0-20%,36,2015
Fully Paid,665,669,1148.00%,25.29,36 months,Source Verified,B,B5,Dec-2015,40000,debt_consolidation,0,667,650-699,0.1148,10-15%,20-35%,36,2015
Fully Paid,685,689,1577.00%,22.02,60 months,Not Verified,D,D1,Dec-2015,57000,major_purchase,0,687,650-699,0.1577,15-20%,20-35%,60,2015
Fully Paid,715,719,1199.00%,7.04,60 months,Not Verified,C,C1,Dec-2015,63000,debt_consolidation,0,717,700-749,0.1199,10-15%,0-20%,60,2015
Fully Paid,765,769,699.00%,25.46,36 months,Not Verified,A,A3,Dec-2015,76650,home_improvement,0,767,750+,0.0699,<10%,20-35%,36,2015
Fully Paid,790,794,532.00%,17.79,36 months,Not Verified,A,A1,Dec-2015,80000,credit_card,0,792,750+,0.0532,<10%,0-20%,36,2015
Fully Paid,690,694,1344.00%,14.75,60 months,Not Verified,C,C3,Dec-2015,73000,credit_card,0,692,650-699,0.1344,10-15%,0-20%,60,2015
Charged Off,685,689,1577.00%,27.48,36 months,Verified,D,D1,Dec-2015,30000,debt_consolidation,1,687,650-699,0.1577,15-20%,20-35%,36,2015
Fully Paid,680,684,917.00%,33.05,36 months,Not Verified,B,B2,Dec-2015,35000,debt_consolidation,0,682,650-699,0.0917,<10%,20-35%,36,2015
Fully Paid,685,689,1485.00%,20.64,36 months,Verified,C,C5,Dec-2015,46800,debt_consolidation,0,687,650-699,0.1485,10-15%,20-35%,36,2015
Fully Paid,675,679,791.00%,24.14,36 months,Not Verified,A,A5,Dec-2015,35380,credit_card,0,677,650-699,0.0791,<10%,20-35%,36,2015
Fully Paid,695,699,791.00%,19.66,36 months,Not Verified,A,A5,Dec-2015,30000,medical,0,697,650-699,0.0791,<10%,0-20%,36,2015
Current,705,709,1344.00%,22.03,60 months,Not Verified,C,C3,Dec-2015,95000,debt_consolidation,0,707,700-749,0.1344,10-15%,20-35%,60,2015
Fully Paid,660,664,980.00%,21.49,36 months,Source Verified,B,B3,Dec-2015,85000,credit_card,0,662,650-699,0.098,<10%,20-35%,36,2015
Fully Paid,720,724,1344.00%,20.54,36 months,Source Verified,C,C3,Dec-2015,70000,debt_consolidation,0,722,700-749,0.1344,10-15%,20-35%,36,2015
Fully Paid,695,699,1485.00%,17.64,36 months,Source Verified,C,C5,Dec-2015,40000,debt_consolidation,0,697,650-699,0.1485,10-15%,0-20%,36,2015
Fully Paid,665,669,1288.00%,11.63,60 months,Not Verified,C,C2,Dec-2015,180000,credit_card,0,667,650-699,0.1288,10-15%,0-20%,60,2015
Fully Paid,680,684,1344.00%,33.44,36 months,Verified,C,C3,Dec-2015,70000,debt_consolidation,0,682,650-699,0.1344,10-15%,20-35%,36,2015
Fully Paid,695,699,532.00%,9.19,36 months,Not Verified,A,A1,Dec-2015,115000,credit_card,0,697,650-699,0.0532,<10%,0-20%,36,2015
Charged Off,705,709,1344.00%,34.09,36 months,Source Verified,C,C3,Dec-2015,120000,debt_consolidation,1,707,700-749,0.1344,10-15%,20-35%,36,2015
Fully Paid,680,684,1288.00%,16.11,36 months,Not Verified,C,C2,Dec-2015,26000,credit_card,0,682,650-699,0.1288,10-15%,0-20%,36,2015
Fully Paid,685,689,1485.00%,18.73,36 months,Verified,C,C5,Dec-2015,33000,debt_consolidation,0,687,650-699,0.1485,10-15%,0-20%,36,2015
Fully Paid,695,699,1797.00%,5.7,36 months,Not Verified,D,D4,Dec-2015,34000,home_improvement,0,697,650-699,0.1797,15-20%,0-20%,36,2015
Fully Paid,710,714,749.00%,28.69,36 months,Not Verified,A,A4,Dec-2015,33000,debt_consolidation,0,712,700-749,0.0749,<10%,20-35%,36,2015
Charged Off,680,684,2699.00%,23.78,60 months,Not Verified,G,G1,Dec-2015,80000,home_improvement,1,682,650-699,0.2699,20%+,20-35%,60,2015
Fully Paid,765,769,849.00%,19.83,36 months,Not Verified,B,B1,Dec-2015,90000,debt_consolidation,0,767,750+,0.0849,<10%,0-20%,36,2015
Charged Off,720,724,1288.00%,22.14,60 months,Verified,C,C2,Dec-2015,108000,debt_consolidation,1,722,700-749,0.1288,10-15%,20-35%,60,2015
Fully Paid,750,754,980.00%,22.18,36 months,Verified,B,B3,Dec-2015,48000,credit_card,0,752,750+,0.098,<10%,20-35%,36,2015
Fully Paid,675,679,1078.00%,18.46,36 months,Not Verified,B,B4,Dec-2015,110000,debt_consolidation,0,677,650-699,0.1078,10-15%,0-20%,36,2015
Fully Paid,700,704,1344.00%,19.23,36 months,Source Verified,C,C3,Dec-2015,121000,medical,0,702,700-749,0.1344,10-15%,0-20%,36,2015
Fully Paid,705,709,1399.00%,13.21,36 months,Source Verified,C,C4,Dec-2015,80000,credit_card,0,707,700-749,0.1399,10-15%,0-20%,36,2015
Current,690,694,917.00%,21.1,60 months,Source Verified,B,B2,Dec-2015,70000,credit_card,0,692,650-699,0.0917,<10%,20-35%,60,2015
Fully Paid,675,679,849.00%,14.49,36 months,Source Verified,B,B1,Dec-2015,42000,credit_card,0,677,650-699,0.0849,<10%,0-20%,36,2015
Fully Paid,670,674,1659.00%,27.08,36 months,Not Verified,D,D2,Dec-2015,25000,debt_consolidation,0,672,650-699,0.1659,15-20%,20-35%,36,2015
Fully Paid,700,704,749.00%,12.89,36 months,Source Verified,A,A4,Dec-2015,50000,credit_card,0,702,700-749,0.0749,<10%,0-20%,36,2015
Current,680,684,980.00%,10.97,60 months,Source Verified,B,B3,Dec-2015,85000,credit_card,0,682,650-699,0.098,<10%,0-20%,60,2015
Fully Paid,685,689,699.00%,20.88,36 months,Not Verified,A,A3,Dec-2015,83918,credit_card,0,687,650-699,0.0699,<10%,20-35%,36,2015
Fully Paid,710,714,791.00%,16.64,36 months,Not Verified,A,A5,Dec-2015,75000,debt_consolidation,0,712,700-749,0.0791,<10%,0-20%,36,2015
Fully Paid,690,694,1148.00%,22.83,60 months,Source Verified,B,B5,Dec-2015,75000,credit_card,0,692,650-699,0.1148,10-15%,20-35%,60,2015
Fully Paid,740,744,699.00%,16.75,36 months,Not Verified,A,A3,Dec-2015,58000,debt_consolidation,0,742,700-749,0.0699,<10%,0-20%,36,2015
Fully Paid,735,739,749.00%,6.62,36 months,Not Verified,A,A4,Dec-2015,69400,credit_card,0,737,700-749,0.0749,<10%,0-20%,36,2015
Fully Paid,695,699,1849.00%,28,60 months,Not Verified,D,D5,Dec-2015,56000,debt_consolidation,0,697,650-699,0.1849,15-20%,20-35%,60,2015
Current,790,794,749.00%,35.04,36 months,Source Verified,A,A4,Dec-2015,55000,major_purchase,0,792,750+,0.0749,<10%,35-45%,36,2015
Current,745,749,980.00%,33.72,60 months,Not Verified,B,B3,Dec-2015,79000,other,0,747,700-749,0.098,<10%,20-35%,60,2015
Charged Off,735,739,1577.00%,22.52,36 months,Not Verified,D,D1,Dec-2015,38000,medical,1,737,700-749,0.1577,15-20%,20-35%,36,2015
Fully Paid,700,704,1288.00%,25.76,36 months,Not Verified,C,C2,Dec-2015,50000,debt_consolidation,0,702,700-749,0.1288,10-15%,20-35%,36,2015
Fully Paid,660,664,1288.00%,12.6,36 months,Verified,C,C2,Dec-2015,40000,debt_consolidation,0,662,650-699,0.1288,10-15%,0-20%,36,2015
Fully Paid,660,664,1344.00%,10.19,36 months,Source Verified,C,C3,Dec-2015,67000,debt_consolidation,0,662,650-699,0.1344,10-15%,0-20%,36,2015
Fully Paid,670,674,1199.00%,5.6,36 months,Source Verified,C,C1,Dec-2015,175000,credit_card,0,672,650-699,0.1199,10-15%,0-20%,36,2015
Charged Off,675,679,2148.00%,13.48,60 months,Source Verified,E,E5,Dec-2015,27429,credit_card,1,677,650-699,0.2148,20%+,0-20%,60,2015
Current,700,704,980.00%,19.92,60 months,Verified,B,B3,Dec-2015,79350,home_improvement,0,702,700-749,0.098,<10%,0-20%,60,2015
Current,730,734,1078.00%,14.04,60 months,Not Verified,B,B4,Dec-2015,60000,debt_consolidation,0,732,700-749,0.1078,10-15%,0-20%,60,2015
Current,710,714,1344.00%,23.51,60 months,Not Verified,C,C3,Dec-2015,88000,debt_consolidation,0,712,700-749,0.1344,10-15%,20-35%,60,2015
Fully Paid,715,719,532.00%,10.38,36 months,Source Verified,A,A1,Dec-2015,200000,debt_consolidation,0,717,700-749,0.0532,<10%,0-20%,36,2015
Fully Paid,670,674,980.00%,6.31,36 months,Source Verified,B,B3,Dec-2015,51000,credit_card,0,672,650-699,0.098,<10%,0-20%,36,2015
Fully Paid,680,684,791.00%,17.78,36 months,Verified,A,A5,Dec-2015,75000,credit_card,0,682,650-699,0.0791,<10%,0-20%,36,2015
Fully Paid,700,704,1727.00%,35.08,36 months,Verified,D,D3,Dec-2015,85000,debt_consolidation,0,702,700-749,0.1727,15-20%,35-45%,36,2015
Fully Paid,680,684,980.00%,15.8,36 months,Not Verified,B,B3,Dec-2015,110000,home_improvement,0,682,650-699,0.098,<10%,0-20%,36,2015
Fully Paid,665,669,1577.00%,9.76,36 months,Source Verified,D,D1,Dec-2015,30000,car,0,667,650-699,0.1577,15-20%,0-20%,36,2015
Fully Paid,685,689,532.00%,4.02,36 months,Source Verified,A,A1,Dec-2015,100000,debt_consolidation,0,687,650-699,0.0532,<10%,0-20%,36,2015
Fully Paid,690,694,980.00%,14.56,36 months,Source Verified,B,B3,Dec-2015,105600,other,0,692,650-699,0.098,<10%,0-20%,36,2015
Fully Paid,700,704,649.00%,12.79,36 months,Source Verified,A,A2,Dec-2015,67000,debt_consolidation,0,702,700-749,0.0649,<10%,0-20%,36,2015
Fully Paid,740,744,917.00%,12.77,36 months,Source Verified,B,B2,Dec-2015,144000,debt_consolidation,0,742,700-749,0.0917,<10%,0-20%,36,2015
Fully Paid,675,679,1078.00%,25.73,36 months,Source Verified,B,B4,Dec-2015,64500,credit_card,0,677,650-699,0.1078,10-15%,20-35%,36,2015
Fully Paid,665,669,1344.00%,31.66,36 months,Source Verified,C,C3,Dec-2015,50000,debt_consolidation,0,667,650-699,0.1344,10-15%,20-35%,36,2015
Fully Paid,660,664,1078.00%,23.72,36 months,Source Verified,B,B4,Dec-2015,90000,credit_card,0,662,650-699,0.1078,10-15%,20-35%,36,2015
Fully Paid,690,694,1078.00%,21.05,36 months,Verified,B,B4,Dec-2015,90000,debt_consolidation,0,692,650-699,0.1078,10-15%,20-35%,36,2015
Fully Paid,670,674,1989.00%,35.26,36 months,Source Verified,E,E3,Dec-2015,60000,credit_card,0,672,650-699,0.1989,15-20%,35-45%,36,2015
Fully Paid,665,669,980.00%,19.7,36 months,Verified,B,B3,Dec-2015,65000,debt_consolidation,0,667,650-699,0.098,<10%,0-20%,36,2015
Fully Paid,710,714,2148.00%,5.36,60 months,Source Verified,E,E5,Dec-2015,130000,home_improvement,0,712,700-749,0.2148,20%+,0-20%,60,2015
Charged Off,675,679,2699.00%,15.78,60 months,Source Verified,G,G1,Dec-2015,110000,debt_consolidation,1,677,650-699,0.2699,20%+,0-20%,60,2015
Fully Paid,715,719,1577.00%,17.93,60 months,Source Verified,D,D1,Dec-2015,49000,credit_card,0,717,700-749,0.1577,15-20%,0-20%,60,2015
Fully Paid,695,699,1199.00%,21.21,36 months,Not Verified,C,C1,Dec-2015,45000,debt_consolidation,0,697,650-699,0.1199,10-15%,20-35%,36,2015
Fully Paid,660,664,1727.00%,19.84,36 months,Source Verified,D,D3,Dec-2015,88500,debt_consolidation,0,662,650-699,0.1727,15-20%,0-20%,36,2015
Fully Paid,685,689,1199.00%,20.8,36 months,Source Verified,C,C1,Dec-2015,75000,debt_consolidation,0,687,650-699,0.1199,10-15%,20-35%,36,2015
Charged Off,685,689,1727.00%,11.57,36 months,Not Verified,D,D3,Dec-2015,150000,debt_consolidation,1,687,650-699,0.1727,15-20%,0-20%,36,2015
Charged Off,765,769,1948.00%,17.69,36 months,Verified,E,E2,Dec-2015,50000,house,1,767,750+,0.1948,15-20%,0-20%,36,2015
Fully Paid,670,674,849.00%,14.71,36 months,Source Verified,B,B1,Dec-2015,42000,car,0,672,650-699,0.0849,<10%,0-20%,36,2015
Fully Paid,675,679,1399.00%,15.04,36 months,Verified,C,C4,Dec-2015,57200,credit_card,0,677,650-699,0.1399,10-15%,0-20%,36,2015
Fully Paid,755,759,1727.00%,22.23,36 months,Source Verified,D,D3,Dec-2015,50000,other,0,757,750+,0.1727,15-20%,20-35%,36,2015
Fully Paid,775,779,532.00%,18.06,36 months,Not Verified,A,A1,Dec-2015,77000,credit_card,0,777,750+,0.0532,<10%,0-20%,36,2015
Charged Off,695,699,1148.00%,14.73,36 months,Verified,B,B5,Dec-2015,55000,debt_consolidation,1,697,650-699,0.1148,10-15%,0-20%,36,2015
Fully Paid,705,709,1199.00%,11.54,36 months,Not Verified,C,C1,Dec-2015,60000,car,0,707,700-749,0.1199,10-15%,0-20%,36,2015
Fully Paid,705,709,749.00%,23.97,36 months,Not Verified,A,A4,Dec-2015,65000,credit_card,0,707,700-749,0.0749,<10%,20-35%,36,2015
Charged Off,720,724,1288.00%,17.01,60 months,Source Verified,C,C2,Dec-2015,75000,debt_consolidation,1,722,700-749,0.1288,10-15%,0-20%,60,2015
Fully Paid,755,759,532.00%,13.47,36 months,Not Verified,A,A1,Dec-2015,200000,credit_card,0,757,750+,0.0532,<10%,0-20%,36,2015
Current,715,719,1199.00%,10.61,60 months,Source Verified,C,C1,Dec-2015,101000,debt_consolidation,0,717,700-749,0.1199,10-15%,0-20%,60,2015
Current,750,754,1399.00%,5.01,60 months,Source Verified,C,C4,Dec-2015,75000,debt_consolidation,0,752,750+,0.1399,10-15%,0-20%,60,2015
Fully Paid,670,674,1199.00%,34.35,36 months,Not Verified,C,C1,Dec-2015,37000,home_improvement,0,672,650-699,0.1199,10-15%,20-35%,36,2015
Charged Off,680,684,1797.00%,1.44,36 months,Not Verified,D,D4,Dec-2015,50000,major_purchase,1,682,650-699,0.1797,15-20%,0-20%,36,2015
Fully Paid,665,669,1399.00%,13.93,36 months,Source Verified,C,C4,Dec-2015,117000,major_purchase,0,667,650-699,0.1399,10-15%,0-20%,36,2015
Charged Off,725,729,1078.00%,15.69,60 months,Source Verified,B,B4,Dec-2015,40000,credit_card,1,727,700-749,0.1078,10-15%,0-20%,60,2015
Charged Off,690,694,1659.00%,10.68,60 months,Verified,D,D2,Dec-2015,70000,debt_consolidation,1,692,650-699,0.1659,15-20%,0-20%,60,2015
Charged Off,660,664,1399.00%,20.98,36 months,Verified,C,C4,Dec-2015,50000,credit_card,1,662,650-699,0.1399,10-15%,20-35%,36,2015
Fully Paid,685,689,1899.00%,14.41,60 months,Source Verified,E,E1,Dec-2015,50000,other,0,687,650-699,0.1899,15-20%,0-20%,60,2015
Current,695,699,1344.00%,7.53,60 months,Not Verified,C,C3,Dec-2015,44000,credit_card,0,697,650-699,0.1344,10-15%,0-20%,60,2015
Charged Off,660,664,2245.00%,31.88,36 months,Verified,F,F1,Dec-2015,25000,debt_consolidation,1,662,650-699,0.2245,20%+,20-35%,36,2015
Charged Off,665,669,1727.00%,17.63,60 months,Not Verified,D,D3,Dec-2015,85000,debt_consolidation,1,667,650-699,0.1727,15-20%,0-20%,60,2015
Fully Paid,685,689,1797.00%,35.01,36 months,Not Verified,D,D4,Dec-2015,65000,credit_card,0,687,650-699,0.1797,15-20%,35-45%,36,2015
Charged Off,705,709,1485.00%,23.13,60 months,Source Verified,C,C5,Dec-2015,37000,credit_card,1,707,700-749,0.1485,10-15%,20-35%,60,2015
Fully Paid,710,714,849.00%,24.5,36 months,Not Verified,B,B1,Dec-2015,55000,debt_consolidation,0,712,700-749,0.0849,<10%,20-35%,36,2015
Fully Paid,675,679,1288.00%,22.19,36 months,Not Verified,C,C2,Dec-2015,53000,home_improvement,0,677,650-699,0.1288,10-15%,20-35%,36,2015
Fully Paid,695,699,1078.00%,13.35,36 months,Not Verified,B,B4,Dec-2015,60000,car,0,697,650-699,0.1078,10-15%,0-20%,36,2015
Fully Paid,665,669,1577.00%,26.62,36 months,Verified,D,D1,Dec-2015,20200,debt_consolidation,0,667,650-699,0.1577,15-20%,20-35%,36,2015
Fully Paid,670,674,1344.00%,4.39,36 months,Not Verified,C,C3,Dec-2015,43500,credit_card,0,672,650-699,0.1344,10-15%,0-20%,36,2015
Fully Paid,660,664,1199.00%,33.17,36 months,Verified,C,C1,Dec-2015,84000,debt_consolidation,0,662,650-699,0.1199,10-15%,20-35%,36,2015
Charged Off,695,699,1078.00%,27.03,60 months,Not Verified,B,B4,Dec-2015,60200,home_improvement,1,697,650-699,0.1078,10-15%,20-35%,60,2015
Charged Off,725,729,917.00%,31.5,36 months,Source Verified,B,B2,Dec-2015,105000,credit_card,1,727,700-749,0.0917,<10%,20-35%,36,2015
Fully Paid,690,694,1078.00%,33.84,36 months,Not Verified,B,B4,Dec-2015,17000,debt_consolidation,0,692,650-699,0.1078,10-15%,20-35%,36,2015
Current,680,684,1727.00%,34.02,60 months,Source Verified,D,D3,Dec-2015,49000,debt_consolidation,0,682,650-699,0.1727,15-20%,20-35%,60,2015
Fully Paid,675,679,980.00%,9.09,36 months,Not Verified,B,B3,Dec-2015,35000,credit_card,0,677,650-699,0.098,<10%,0-20%,36,2015
Fully Paid,675,679,1199.00%,9.89,36 months,Verified,C,C1,Dec-2015,21000,other,0,677,650-699,0.1199,10-15%,0-20%,36,2015
Charged Off,690,694,532.00%,9.3,36 months,Source Verified,A,A1,Dec-2015,55000,credit_card,1,692,650-699,0.0532,<10%,0-20%,36,2015
Fully Paid,675,679,1078.00%,18.53,36 months,Verified,B,B4,Dec-2015,95000,credit_card,0,677,650-699,0.1078,10-15%,0-20%,36,2015
Fully Paid,805,809,532.00%,8.9,36 months,Not Verified,A,A1,Dec-2015,125000,credit_card,0,807,750+,0.0532,<10%,0-20%,36,2015
Fully Paid,680,684,1199.00%,14.12,36 months,Verified,C,C1,Dec-2015,43000,home_improvement,0,682,650-699,0.1199,10-15%,0-20%,36,2015
Fully Paid,820,824,1148.00%,32.87,36 months,Not Verified,B,B5,Dec-2015,41000,other,0,822,750+,0.1148,10-15%,20-35%,36,2015
Fully Paid,710,714,1148.00%,19.41,36 months,Not Verified,B,B5,Dec-2015,45000,debt_consolidation,0,712,700-749,0.1148,10-15%,0-20%,36,2015
Fully Paid,715,719,1078.00%,18,36 months,Not Verified,B,B4,Dec-2015,35000,credit_card,0,717,700-749,0.1078,10-15%,0-20%,36,2015
Current,665,669,2313.00%,29.91,60 months,Not Verified,F,F2,Dec-2015,50000,debt_consolidation,0,667,650-699,0.2313,20%+,20-35%,60,2015
